1,#DIV/0!,,
0.999113098,1127.52029,,
0.999076803,1083.192428,0.039314469,-1.405447584
0.999040409,1042.110649,0.037926575,-1.421056375
0.999034406,1035.631953,0.006216899,-2.206426215
0.999043646,1045.637912,-0.009661694,#NUM!
0.999047823,1050.224906,-0.004386789,#NUM!
0.999052012,1054.865673,-0.004418832,#NUM!
0.999035808,1037.137831,0.016805781,-1.774541289
0.998999132,999.1327528,0.036644193,-1.43599484
0.998952125,954.3122987,0.044859358,-1.348146944
0.998884505,896.4630052,0.060618828,-1.217392462
0.99882691,852.4495137,0.04909683,-1.30894655
0.998753731,802.3949886,0.058718463,-1.231225322
0.998680285,757.7393604,0.055652925,-1.254512005
0.998606555,717.6458346,0.052912027,-1.276445598
0.998522226,676.6934592,0.057064883,-1.243631071
0.998427219,635.8164296,0.060407012,-1.218912649
0.998321446,595.7508665,0.063014356,-1.200560495
0.99819446,553.8509255,0.070331314,-1.152851271
0.998061624,515.8957808,0.068529532,-1.164122234
0.997912458,479.0322782,0.071455329,-1.145965378
0.997746775,443.8083192,0.073531494,-1.133526612
0.99757479,412.3354266,0.070915508,-1.14925878
0.997401593,384.85118,0.06665507,-1.176166812
0.997216602,359.2730899,0.066462288,-1.177424711
0.997003832,333.7596557,0.071014042,-1.148655768
0.996768122,309.4176203,0.072932827,-1.13707695
0.996519623,287.3251949,0.071400024,-1.146301645
0.996268617,267.9971474,0.067268892,-1.172185726
0.995977602,248.60792,0.072348634,-1.140569665
0.995661802,230.5104562,0.072795202,-1.137897244
0.99529906,212.7234128,0.077163716,-1.112586865
0.994899006,196.0402227,0.078426675,-1.105536196
0.994449659,180.1691103,0.080958449,-1.091737819
0.993949479,165.2750234,0.082667261,-1.08266645
0.993385699,151.1875556,0.08523652,-1.069374289
0.992755946,138.0442498,0.08693378,-1.060811434
0.99205744,125.9039907,0.087944693,-1.055790363
0.991309373,115.0664964,0.086077449,-1.065110614
0.990491768,105.1720236,0.085989172,-1.065556231
0.989589107,96.05323962,0.086703513,-1.061963304
0.98860769,87.77851024,0.086147322,-1.064758218
0.987442616,79.63442067,0.092779993,-1.032545664
0.986099938,71.94212515,0.096595109,-1.015044864
0.984602373,64.94507238,0.097259467,-1.012068113
0.982917751,58.5403011,0.098618279,-1.00604258
0.981164352,53.09082013,0.093089391,-1.031099811
0.979431979,48.61916467,0.084226528,-1.074551101
0.977787524,45.01974476,0.074032944,-1.130574978
0.976161579,41.94908715,0.068206909,-1.166171635
0.974315832,38.93449069,0.071863219,-1.143493331
0.972196215,35.96632617,0.076234836,-1.117846528
0.969895848,33.21800926,0.076413612,-1.116829269
0.967431598,30.70460749,0.075663829,-1.121111685
0.964693002,28.32299704,0.077565246,-1.110332823
0.96157241,26.02296943,0.08120707,-1.090406158
0.958004131,23.81186588,0.084967381,-1.070747768
0.953955924,21.71832051,0.087920257,-1.055911051
0.949374922,19.75305599,0.090488789,-1.043405224
0.944228753,17.93038624,0.092272798,-1.034926311
0.938463539,16.25052828,0.093687773,-1.028317084
0.932072575,14.72159441,0.09408518,-1.02647878
0.925063476,13.34462751,0.093533815,-1.02903135
0.917435276,12.11171008,0.092390547,-1.034372462
0.909142364,11.00622957,0.091273693,-1.039654376
0.90007708,10.00771395,0.090722769,-1.042283702
0.890186262,9.106328755,0.09006904,-1.045424464
0.879377648,8.290337433,0.089607057,-1.047657785
0.867628805,7.554513654,0.088756795,-1.051798389
0.854950171,6.89418255,0.087408817,-1.058444756
0.841288749,6.300750537,0.086077212,-1.065111808
0.826686444,5.769889114,0.084253681,-1.074411118
0.811108392,5.294041438,0.082470853,-1.083699514
0.794620412,4.869033041,0.080280519,-1.095389826
0.777222398,4.488781597,0.078095885,-1.107371849
0.759605992,4.159837462,0.073281386,-1.135006328
0.742042654,3.876609895,0.06808621,-1.166940841
0.724436742,3.628930821,0.063890637,-1.194562784
0.707735247,3.42155525,0.057145088,-1.243021095
0.691267606,3.239051099,0.053339531,-1.27295081
0,,,
